Time,Content
2018-12-24,本帖~非短期趋势预测~只是个人观点而已~发帖时间点~纯属巧合短期趋势变化无法准确预测~是客观的事实虽然从发帖日确实行成了短期的分水岭~但也只能说明对过去的趋势研判是正确的而未来的趋势变化(是否会行成二次探底或再创新低)~(或时何起稳或走强)仍需近一步观察，任何方式的短期趋势准确预测~都是在忽悠，预测不是重点~盘中应变(读懂盘口语言)才重点，放弃无聊的盲目分析预测~回归理性操作~才是重点提前把自己的操作计划做好~按自己的操作计划来稳步操作，理性投资~是前提，稳健操作~是步骤祝理性中长线散户投资者~开心快乐每一天！！！
2018-12-24,晚间~快乐！！！
2018-12-24,用事实~说话拒绝~无理狡辩！！！
2018-12-24,股市永远不变的真理:股市永远不变的真理~无论股市还是股吧~除了您自己~别人都是托祝理性中长线散户投资者~夜夜有好梦~日日好心情~睌安88明见！！！
2018-12-25,适应~永远比抱怨更重要自己便秘~请多在自身找问题！！！
2018-12-25,各位所谓(老师大师)的马甲们:你们继续立帖狡辩吧小品双簧~继续表演吧晚间~88明见！！！
2018-12-29,帖子~不在新老

2019-01-04,"""韭菜根克星~先生""：""韭菜根""非技术高手[俏皮][俏皮][俏皮]""韭菜根""的言"

2019-01-04,上方还是有无形的手压制上涨，进入的资金不足依旧是对倒小上涨，随势大跌的状态。

2019-01-04,"""韭菜根克星~先生""：你们继续~狡辩啊[大笑][大笑][大笑]！！！"

2019-01-04,韭菜根，你混过日求存在的水平确实高。努力吧，韭菜根！

2019-01-04,京东方A01月04日资金揭秘

2019-01-03,TCL已经赶上你了[弱][弱][弱]

2019-01-03,已经被垃圾超越
2019-01-03,已经沦为垃圾[弱][弱][弱]
2019-01-03,垃圾TCL追上来了[鄙视][鄙视][鄙视][鄙视][鄙视][鄙视][鄙视]
2019-01-03,现在已经被乐视赶超。贾跃亭VS王东升
2019-01-03,哪是垃圾？
2019-01-03,怎么现在才超越，回看下，乐视走了多少波？

2019-01-04,"""韭菜根克星~先生""：你们能发表点有水平的言论吗[俏皮][俏皮][俏皮]不要总发"

2019-01-04,韭菜根闭了臭嘴，京东方才显涨势！

2019-01-04,跑不过天盘要你何用!

2019-01-04,2.63尾盘卖了303手，周一2.6接回来306手，希望成功

2019-01-04,祝你成功
2019-01-04,2.6你就接啊？

2019-01-04,这烂公司跑不过大盘，实在是烂

2019-01-04,不要大涨，慢慢来合适。

2018-08-21,科技股 底部呈现 加仓 加仓 撸起袖子加仓，就是干，成本做T降低至2.9元 全盘押注京东方A !

2018-08-21,科技股 底部呈现 加仓 加仓 撸起袖子加仓，就是干，成本做T降低至2.9元 全盘押注京东方A !
2018-08-22,底部夯实 震荡 随时准备突破！
2018-08-22,
2018-08-24,京东方A 深圳机场 一起干 稳中求胜！
2018-08-27,出掉半仓，夯实战国！
2018-08-27,出掉半仓，剩余64万股 ，目前成本2.68元 谢谢主力
2018-09-20,全力以赴 孤注一掷 京东方A
2018-12-05,京东方A今日筑底必成功 疯狂收集筹码 翻翻目标可期！
2019-01-04,历史底部 科技显示类第一股 无论长期短期必有回报！

2019-01-04,京东方是要让我做股东吗？[滴汗][滴汗][傲][傲]

2019-01-04,涨到2.9我看就割了吧，等他回本别指望了……
2019-01-04,我也不想做股东
2019-01-04,慢慢做T.

2018-10-11,简单明了，不伤大脑。 我在东方财富网贴的第一张持仓图，就是京东方。 现在看看这周

2019-01-04,实践是检验真理的唯一标准！就是这个趋势，没走好就是不进来！

2019-01-04,京东方短线跌不动了，但大涨可能性小，还是次新股潜力大，今天多只次新股涨停板，值得

2019-01-04,最后几分钟，再来两个点，让跑的人后悔去

2019-01-04,2.63挂了300手卖出，挂了半个小时，最后剩三分钟成交的，嗯，下周看看，2.56买回。

2019-01-04,玩一周~乐一周~快快乐乐~每一周[俏皮][俏皮][俏皮]玩一年~乐一年~快快乐乐

2019-01-03,希望明天多跌点，我好继续买，这票只能买跌，不能追涨

2019-01-04,今天行情太好了，我把资金昨天转出来，今天搞了把罗牛山，做t做的有点累，恭喜大家，成功守住2.52

2019-01-04,天涨1个点，明天再跌3个点，永远涨不过大盘

2019-01-04,最后半小时能不能突破2.68

2019-01-04,不可能，明天一跌.2.55
2019-01-04,动都不动一下，这廉价筹码没人要，下周破净
2019-01-04,明天你一个人玩

2019-01-04,大盘新高，京东方不动，动力不明。参考京东方一般走势走在大盘前面。下周一看空

2019-01-04,低开是肯定的

2019-01-04,融资盘再次出逃

2019-01-04,不会再降了。
2019-01-04,今天依旧是出逃，还会降。而且股价还没到最低

2019-01-04,怪胎！

2019-01-04,要是大盘跌两个点这垃圾怎么也要四个点以上吧。。

2019-01-04,这股又想要搞低价增发了，大股东压着不会涨的

2019-01-04,对头

2019-01-04,这走势说明一点，主力不缺筹码，2.63-65压单太多主力不想买，即便是为了拉指数

2019-01-04,廉价筹码没人要，

2019-01-04,出去的就别在进了，万一周一一根大阴棒，今天进去的全玩完

2019-01-02,满仓京东方，不赌股市赌国运，国荣我荣

2019-01-02,在韩国三星与LG的中小尺寸RGB OLED产线投资停滞了近一年期间内，中国内地的投资脚步却并没有放缓。除维信诺、深天马、信利纷纷追加投资了一条6代柔性OLED面板产线外，京东方则同时在重庆和福州各自再新增了一条6代柔性OLED面板产线。所以，仅以6代柔性OLED面板产线数量来看，中国内地已建和在建的加起来，总共有10条，如果加上深圳柔宇的类6代线，一起为11条。
2019-01-02,必亡
2019-01-02,幻想家死的更难堪
2019-01-02,顶。

2019-01-04,廉价筹码没人要，事出必有妖，看起来想去年10-19到23日的走势

2019-01-04,织布机，累

2019-01-04,这么压什么意思臭庄不要脸

2019-01-04,草尼玛就是一废柴股

2019-01-04,是有点

2019-01-04,京东方4重底修筑好，下面呢………

2019-01-04,继续五重底

2019-01-04,国家队出手了？

2019-01-04,出屎了是真的，

2019-01-04,这个价位还有大量的抛盘。韭菜太多了。

2019-01-04,韭菜们，不要再卖了[弱]

2019-01-04,狗屎太垃圾了

2019-01-04,放量20万手，你来不来狗庄

2019-01-04,大盘向上你向下，你这个大盘股怎么当的。要你何用！

2019-01-04,垃圾股

2019-01-04,大盘要破今天新高，你却在2.62左右争夺，下周走势可期啊

2019-01-04,火山

2019-01-04,一割肉就涨，庄家啊你大爷的坏得很，我只想赚点小孩压岁钱都不肯，我只是中国小散中的

2019-01-04,2.63卖2.62买也就只能赚个快餐钱

2019-01-04,股市不变的定律。 横久必跌

2019-01-04,大盘向上你向下?啥意思?带着大盘往下跌吗

2019-01-04,真是阿斗，连乐视不如，全部都扑街才对，还开什么股市

2019-01-04,割了，换豫光金铅去了

2019-01-04,咋不跌呢？给个机会上车嘛！

2019-01-04,印钞宝app发明人

2019-01-04,散了吧亏了一分钱。

2019-01-04,它部基金百亿来也

2018-05-07,快上车

2019-01-04,你这种人炒三辈子也是陪

2019-01-04,都别卖，让它涨上去[加油][加油][加油]

2019-01-04,mamapi

2019-01-04,赶快跑吧，涨一天起码阴五天

2019-01-03,万恶的癌股，丑恶的京东方，一路跌，一路补仓，什么时候是个头啊？

2019-01-03,有钱补仓就是福 全仓套死啦我
2019-01-03,真实写照
2019-01-03,你是跌几个点补仓啊？现在也才跌10个点，至少跌10个点才补仓吧
2019-01-04,我是6块高位下来的！
2019-01-04,有点钱就补啊！
2019-01-04,没钱啦 六元 五元的时候子弹打光啦 你多少本现在
2019-01-04,为什么一边发好消息，一边掉，这是骗人的把戏，我们都是在高位，一路下来的，那时还说排世界第二，对它抱有希望，
2019-01-04,六元的时候全是好消息 基本上看不到一些有价值的消息 散户主导的股市 消息却严重滞后 机构他们消息灵通 我们呢
2019-01-04,兄弟，已经这样了，必须坚持住，我是6.5，补仓后4.8，最近看情况还需要补仓一次
2019-01-04,看到你，我决定坚持
2019-01-04,羡慕还有钱补
2019-01-04,补到4.8了！
2019-01-04,我这个被你羡慕者的背后都是

2019-01-04,cnm就不能像杀跌痛快点？

2019-01-04,2.60那么大的压单，那帮货傻眼了吧，哈哈

2019-01-04,傻眼了吧

2019-01-04,股东人数怎么就不报出来了？

2019-01-04,"2019年""韭菜根""~ 熊市操作策略与重点(底仓闲聊~非投资建议):熊市操作"

2019-01-04,午间~快乐！！！
2019-01-04,理性中长线投资者的言论~短线投机炒作者请忽略智商余额严重不足者~请绕道而行！！！
2019-01-04,熊市~闲聊：止跌~不是重点~起稳才是重点反弹~不是重点~反转才重点支撑~不是重点~突破才重点支撑~不是重点~能否得到有效支撑才是重点突破~不是重点~能否确认有效突破才是重点所谓的技术(或技术指标)~不是重点~心态才是重点买~不是重点~卖才是重点入市投资~不是重点~学会理性投资(与理性操作)才是重祝理性中长线散户投资者~2019年~开心快乐~每一天！！！

2018-12-31,王东升说，2017年京东方的液晶面板全球出货量超越三星，实现了全球第一，连续五年

2018-12-31,挺好的，这样比让明星代言打广告强多了，钱也花了，全球人民都知道了是好产品，利国利民好企业
2018-12-31,如果没有京东方，很多人看不起液晶电视。
2018-12-31,说重点！！跌了家底？
2018-12-31,我说怎么液晶电视这么便宜了，利国利民。
2018-12-31,是的
2018-12-31,但是股价下跌
2018-12-31,只是买不起液晶面板的许多人买了京东方股票后，变得啥也买不起⋯⋯
2018-12-31,出货量第一，股价是全球倒数第一，三星股价1000美元以上，相当三星一条毛，如在美国早就退市（低于1美元）。现在再次烧钱，投资465亿OLED生产线，面板进入恶性竞争，从来不关心投资人的利益，120万投资者造成巨大损失，天理难容！吹牛屎倒有一套，面对投资人你你就是狗屎一堆！
2018-12-31,跌跌不休股价，说明经营状况不妙！
2018-12-31,是的如果机构主力看到京东方前景不会减持的
2018-12-31,为什么京东方是股东人数最多的公司，喷子永远都是喷子
2018-12-31,京东方是承担国家意志的民族企业，盈利肯定不是第一考虑的事情，至少目前还不是，投资京东方还是目光长远点的好。
2019-01-02,真实的国产替代，正是竞争关键时刻，国家应该鼓励技术创新!!虽然已经获得成功了!!但是国家更加应该保护这来之不易的成果!!给予护持!
2019-01-02,保住京东方，不然咱们的电视价格不会这么低!不能让芯片的尴尬重演!
2019-01-02,最后一蹲，浮动筹码搞的差不多了
2019-01-05,还有60多亿的融资盘呢？你说搞的差不多了？
2019-01-06,你把股价砸到2.2，别人的不敢说，我的融资盘可以给你

2019-01-06,"""防忽悠~勇士""~""韭菜根"":祝~理性中长线散户投资者~2919年~开心快乐~每"

2019-01-03,"""放平心态~用微笑面对2019""："

2019-01-03,提倡~理性投资反对~非理性盲目分析预测与以
2019-01-03,不以涨喜~不以跌悲永远做一名~开心快乐的玩股者(即~理性中长线投资者)祝2019年~理性中长线散户投资者~开心快乐~每一天！！！
2019-01-03,不以涨喜~不以跌悲永远做一名~开心快乐的玩股者(即~理性中长线投资者)祝2019年~理性中长线散户投资者~开心快乐~每一天！！！
2019-01-03,梦想与现实：五元~不是梦六元~不是梦八元~不是梦二十元~也不是梦前者的梦~可能都会实现，但~目前~还不到三元所以~我们~必须~脚踏实地~走好当下每一步~我们的未来~才可能不是梦
2019-01-04,2019年
2019-01-04,提倡~理性投资反对~非理性盲目分析预测与股吧邪恶势利~斗争到底！！！
2019-01-05,玩转~牛熊笑斗~群丑！！！
2019-01-06,

2019-01-02,股市投资~盲目做多者~最终难免一输[俏皮][俏皮][俏皮]股市投资~盲目做空者~

2019-01-04,晚间~快乐！！！
2019-01-06,

2019-01-05,"盲目分析预测:你们可以用N个马甲以""股评分析~大师~老师~专家~教授~或小散~散"

2019-01-05,
2019-01-06,睌间~快乐！！！

2019-01-06,中核集团收购同方600100

2019-01-06,黄狗与脏水

2019-01-06,骗子太可恶

2019-01-06,任何做多都是对自已和家庭的不负责任！

2018-12-23,"守仓不抛：目前~还""守仓不抛""~多么可笑的言论[大笑][大笑][大笑]反弹到高点"

2018-12-23,借势~造势(底仓闲聊~非投资建议)：所有短期
2018-12-25,盘中~快乐！！！
2018-12-25,祝
2018-12-25,午间~快乐！！！
2018-12-26,买点临近~仍需理性投资！！！
2019-01-04,周末~快乐！！！
2019-01-04,提倡~理性投资反对~非理性盲目分析预测与股吧邪恶势利~斗争到底！！！
2019-01-04,股市~下周见股吧~天天见(以
2019-01-06,股市真理：
2019-01-06,从六元多~

2019-01-06,垃圾股，降准跟你有毛线关系

2019-01-06,听说成都京东方医院也开建了，规模比合肥大。

2019-01-06,你是怎么知道的？！骗子！
2019-01-06,因为都为了京东方的股东们准备的

2019-01-06,苹果都快玩完了，京东方早晚火葬场

2019-01-06,都说屏幕企业产能过剩。为什么TCL要剥离电视终端产品，而专做屏幕了。而且财报显

2019-01-06,5元以上的本的人挺多吧？

2019-01-06,极少
2019-01-06,多数是3元多 我4.6尴尬
2019-01-06,守株待兔
2019-01-06,2.54的可以继续撸吗
2019-01-06,我6元

2019-01-06,感觉手机创新不行了，更新换代的潜力不大

2019-01-06,5G时代就不一样了，现在都是在瓶颈突破期。
2019-01-06,5G要换手机吗
2019-01-06,必须换了才能用，入网许可不一样。而且刚开始估计不会太好，不太成熟而且价格不便宜

2019-01-06,mate20完全没什么全新感觉，和我3年前几百块买的没什么区别！

2019-01-06,你是拼多多上面买的吧

2019-01-06,说起京东方，那还真是国产屏幕的骄傲，不仅打破了国外屏幕的垄断，同时还称霸全球，目

2019-01-06,托！你说你是沉锚效应变来的还是什么东西！
2019-01-06,那你说为什么京东方那么好，股票大跌呢，为什么执迷不悟做梦ne
2019-01-06,不懂可以看季报看业绩去

2019-01-06,2440底部京东方是一定要走出去的！

2019-01-05,我发现这个韭菜根精神有问题。

2019-01-05,它是疯子人渣。
2019-01-05,啊！
2019-01-06,不要互相骂来骂去好不好！真本事没有一点！

2019-01-06,显示屏行业的华为，一定会得到国家的大力扶助。

2019-01-06,奇了怪，这个韭菜根在我注册前至现在用儿份帖刷发，见人家指责又咬人，看起来这个韭菜

2019-01-06,韭菜根我看你不是在评股，应该是混过日吧！
2019-01-06,它在吐屎。
2019-01-06,它靠造乱向主子乞点狗粮度日。

2019-01-06,5年还在，8刀可期

2019-01-06,"买了京东方,慌还是不慌?"

2019-01-06,慌不择路！

2019-01-06,各位，炒个股十有八九都会亏，个人建议定投基金，最好是定投中证500，现在这个点位

2019-01-06,我到是知道这两家社保是在2.7到3元进的

2019-01-05,"""韭菜根""~以德报怨: ""韭菜根克星~先生""愿你们~早"

2019-01-05,睌间~快乐！！！
2019-01-05,
2019-01-05,事实:某些所谓的股评分析大师~确实用N个马甲从2元多~一路(上下忽悠)至6元多但这些所谓的股评分析大师~又用N个马甲从6元多~一路(上下忽悠)至2元多~也是无法改变的事实2.62元的考验性支撑~就是在(扯~)不用狡辩~有点股市经验的都应能看懂目前短期的
2019-01-05,历史~可以证明时间~可以检验市场~可以验证一切谎言~都不攻自破！！！
2019-01-06,你们曾经从2元多忽悠到6元多~又从6元多忽悠回2元多祝你们早日在从目前的2元多忽悠回6元多啊
2019-01-06,马云~佳句欣赏:

2019-01-06,"""珠海炒股人~先生"":你们曾经从2元多忽悠到6元多~又从6元多忽悠回2元多[俏皮"

2019-01-06,脸在何处

2019-01-06,这个韭菜根怎么一早又刷出很多帖，它是专业的吗？

2019-01-03,只要京东方不倒闭 不到十元不走 或许五年 或许十年 我相信总有一天能

2019-01-03,倒闭也不是不可能
2019-01-03,顶

2019-01-06,各路~小丑(人渣)~你们继续用N个马甲~表演啊[俏皮][俏皮][俏皮]晚安~88

2019-01-04,历史新高面前的历史新低(底仓闲聊~非投资建议):在历史新高面前的~历史新低(即是

2019-01-04,理性中长线投资者的言论~短线投机炒作者请忽略智商余额严重不足者~请绕道而行！！！
2019-01-04,提倡~理性投资反对非理性~盲目分析预测！！！
2019-01-04,盘中~快乐！！！
2019-01-04,2019年
2019-01-04,2019年
2019-01-04,熊市~闲聊：止跌~不是重点~起稳才是重点反弹~不是重点~反转才重点支撑~不是重点~突破才重点支撑~不是重点~能否得到有效支撑才是重点突破~不是重点~能否确认有效突破才是重点所谓的技术(或技术指标)~不是重点~心态才是重点买~不是重点~卖才是重点入市投资~不是重点~学会理性投资(与理性操作)才是重祝理性中长线散户投资者~2019年~开心快乐~每一天！！！
2019-01-04,晚间~快乐！！！
2019-01-05,您做的到吗！！！
2019-01-05,本帖~非短期趋势预测~发帖日期及时间点~纯属巧合短期趋势变化~无法准确预测~是客观事实~任何方式的短期分析预测~都是在忽悠(或叫~蒙与猜虽然发帖当日~大盘创了新低并反弹~但也只能说明
2019-01-05,本帖~非短期趋势预测~发帖日期及时间点~纯属巧合短期趋势变化~无法准确预测~是客观事实~任何方式的短期分析预测~都是在忽悠(或叫~蒙与猜虽然发帖当日~大盘创了新低并反弹~但也只能说明

2019-01-04,继续持仓，不怕外界干扰，随时有反转机会了！

2019-01-04,3块以下就是上次回购的价格，价格应该触底了，能到2.47以下可以进一点了
2019-01-04,启动了
2019-01-05,支持
2019-01-05,支持

2019-01-05,目前~牛市可能并不遥远(底仓闲聊~非投资建议):目前~慢牛行情(或~熊转牛)~随

2019-01-05,理性中长线投资者的言论投机炒作者~请忽略智商余额严重不足者~请绕道而行！！！
2019-01-05,理性中长线投资者的言论投机炒作者~请忽略智商余额严重不足者~请绕道而行！！！

2018-12-01,黄国东：给央行支支招，金融保卫战 黄国东：早在两年前我就写过文章就人民币汇率的问

2018-12-01,888
2018-12-01,
2018-12-01,
2018-12-01,
2018-12-01,
2018-12-02,
2018-12-02,
2018-12-02,
2018-12-02,
2018-12-02,
2018-12-03,
2018-12-03,
2018-12-04,
2018-12-05,
2018-12-06,
2018-12-06,
2018-12-07,
2018-12-07,
2018-12-07,
2018-12-14,
2018-12-15,
2018-12-16,
2018-12-16,
2018-12-16,
2018-12-17,
2018-12-18,
2018-12-19,
2018-12-19,
2018-12-20,
2019-01-05,

2018-12-28,指数跌了不到百分三十为什么跌百分五十以上的股票占大多数

2018-12-28,亏这么多仍然大量卖出的到底赚钱不
2019-01-05,京东方涨到3.5还是可以的。。
2019-01-05,猪年快到了，谁应是待宰的猪
2019-01-05,有妖孽盛行，平均下来就跌的多了

2019-01-05,什么时候＼(o)／！到五块啊

2019-01-05,等我割肉了，就到5元，我这反向指标灵验的很

2019-01-05,"""叔叔是高人""先生:又开始~讲故事啦[俏皮][俏皮][俏皮]还开股吧的~你们咋不"

2019-01-05,还
2019-01-05,愿你们~早日把A股骂出~大牛市来愿你们~早日把京东方A股骂出历史新高来
2019-01-05,

2019-01-05,"""韭菜根克星~先生"":本人闭着眼睛~都知道你们在上下忽悠(在用N个马甲立帖行骗)"

2019-01-05,在事实面前~任何方式的狡辩~都是徒劳的！！！
2019-01-05,让你们失望啦~
2019-01-05,又开始~讲故事啦还开股吧的~你们咋不说是开月球的！！！
2019-01-05,
2019-01-05,愿你们~早日把A股骂出~大牛市来愿你们~早日把京东方A股骂出历史新高来
2019-01-05,

2019-01-05,如果你在面试时遇到一个广院学过播音主持的毕业生，你就会发现他无论问什么问题都能对

2019-01-05,我看这就是对股市专家的最好评价；；
2019-01-05,]央行降准刺激全球市场狂欢 道指大涨逾700点

2019-01-04,面板行情不断下跌 2019开年要打价格战？

2019-01-05,这是京东方股价上不去的主要原因吗？
2019-01-05,目前京东方的业绩主要靠面板~~
2019-01-05,，半年后再回京东方
2019-01-05,售价下降成本自然也下降，，钱总是会赚的。。亏本卖不肯能
2019-01-05,售价下降成本自然也下降，，钱总是会赚的。。亏本卖不肯能

2018-12-21,最后一笔竞价40万手砸下去4分钱，什么目的呢

2018-12-21,还券，要结算
2019-01-05,]央行降准刺激全球市场狂欢 道指大涨逾700点

2019-01-05,京东方A01月04日获深股通减仓594.79万股

2019-01-05,京东方马上快到净值还能跌多少呢，真是服气啊
2019-01-05,深股通也是人，自然也是追涨杀跌。。他们不是神。

2019-01-03,明天会跌出屎来

2019-01-03,明天会涨停
2019-01-04,美国总统特朗普昨日表示，2018年12月美股出现“小故障”，但一旦美国完成与其他国家之间的贸易协议，股市应会实现反弹。
2019-01-04,美国总统特朗普昨日表示，2018年12月美股出现“小故障”，但一旦美国完成与其他国家之间的贸易协议，股市应会实现反弹。
2019-01-05,]央行降准刺激全球市场狂欢 道指大涨逾700点

2019-01-05,果然韭菜根不是人。

2019-01-05,无说人话。
2019-01-05,它是一条疯狗。
2019-01-05,真的吗？
2019-01-05,是条疯狗日夜吠。
2019-01-05,

2019-01-05,"""朋友高人""先生:""韭菜根""~只是~斗渣(人渣)勇士~而已[大笑][大笑][大笑"

2019-01-05,

2019-01-05,"""朋友高人""先生:你们又注册了~一个新马甲[俏皮][俏皮][俏皮]?难到""韭菜根"

2019-01-05,你们的行为~才是真正的~精神疾病~建议~抓紧治疗
2019-01-05,睌间~快乐！！！
2019-01-05,你们~继续啊
2019-01-05,事实胜于雄辩！！！
2019-01-05,快去找~赵本山老师~学两年~再出来得瑟吧！！！
2019-01-05,勇斗~
2019-01-05,你们的言论素质~以说明了一切别得瑟啦！！！
2019-01-05,你继续啊！！！
2019-01-05,愿所有~看客们~永远~开心快乐！！！
2019-01-05,

2019-01-05,京东方就是一只千年王八，一动不动。

2019-01-05,还是死的

2019-01-03,都是东方，看看东方通信，看看京东方心里在流血[哭]

2019-01-03,第52届CES电子展将于1月8日在美国召开但是我怎么没看到京东方参展呢
2019-01-04,你再看看当代东方，一下就心理平衡多了

2019-01-05,这个叫韭菜根是不是人？

2019-01-05,看是人，但属阴阳人，即太监。
2019-01-05,
2019-01-05,它一家十代千年当太监。

2019-01-05,这个吧怎么大部份是韭菜根重重复复帖，不理解？

2019-01-05,它是一只玩物。
2019-01-05,给人玩的吗？

2019-01-03,巴菲特不是说过吗，人人都说好时千万不能买，人人都说惨时可大胆买

2019-01-03,巴菲特到大A来试试，保证输得光屁股
2019-01-04,巴菲特靠他爸吃饭的，官二代你也信？？

2019-01-05,"拉涨停与砸跌停:如果把京东方A~""拉出涨停与砸出跌停""~需要多少资本~有人计算过"

2019-01-05,玩转~牛熊斗遍~股吧与(股市)股吧邪恶势利~斗争到底！！！
2019-01-05,玩转~牛熊笑斗~群丑！！！

2018-07-26,梦：六元~不是梦。八元~不是梦。二十元~也不是梦。前者的梦~都会实现。但~目前~

2018-07-26,88明见~祝您~守梦~成功!!!
2018-07-26,哈哈
2018-07-26,就只股票让我亏损了两三万，心疼啊！都是贪婪抄底，从5.40元开始短期会反弹，后面以为四元是底，再后来3.23元，反弹在3.60-3.80元间割肉...价值投资真的是知易行难！管住手，看好钱，2.80元再见！
2018-07-26,以梦喂马，谁为谁傻
2018-07-26,慢慢~玩吧。路还长~学会独立思考~才是立足股市之本。
2018-07-26,学会~买~易。学会~卖~难。但两个都要学~而且~要线下学习！！！
2018-07-26,心态~永远是入市的~第一要素。
2018-07-27,为~而生，为~而活，为~而守。但~不能为梦而~折腰。
2018-07-27,
2018-07-27,
2018-07-27,为了~胜利而战。
2018-07-27,为了~梦想而守候。
2018-07-27,让我们一起~并肩战斗。
2018-07-27,千年韭菜一样的割
2018-07-27,2年后必上20元！！最好是持股不动！！
2018-07-27,割老子的人~还没出生
2018-07-27,别~吹~两年后~可能早以又从二十回到了三元
2018-07-27,
2018-07-27,
2018-07-27,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-28,股市。就是少数人挣钱的地方。菜鸟最近就撤了吧、
2018-07-28,
2018-07-28,告诉你~庄家~机构~老子都不放在眼里。你算老几。想忽悠~自己开帖~去忽悠。别跟老子的帖子~瞎忽悠。
